,17.4,Accessibility,Added support for the new CSS content alternative text syntax.  (26942023),,https://bugs.webkit.org/buglist.cgi?content=26942023
,17.4,Accessibility,Fixed exposing the correct <summary> element role.  (13661104),,https://bugs.webkit.org/buglist.cgi?content=13661104
,17.4,Accessibility,Fixed non-accessible content within iframes with ARIA roles.  (104611075),,https://bugs.webkit.org/buglist.cgi?content=104611075
,17.4,Accessibility,Fixed VoiceOver word echo on text inputs with a combobox role.  (112488137),,https://bugs.webkit.org/buglist.cgi?content=112488137
,17.4,Accessibility,Fixed an issue where innerHTML and innerText changes to labels did not update their corresponding input element’s accessibility title.  (113872525),,https://bugs.webkit.org/buglist.cgi?content=113872525
,17.4,Accessibility,Fixed <details> and <summary> elements not included in VoiceOver form controls menu or list.  (117308226),,https://bugs.webkit.org/buglist.cgi?content=117308226
,17.4,Accessibility,Fixed comboboxes not notifying assistive technologies when aria-activedescendant changes.  (117747058),,https://bugs.webkit.org/buglist.cgi?content=117747058
,17.4,Accessibility,Fixed toggling accessibility preferences to correctly update form control appearance.  (117914468),,https://bugs.webkit.org/buglist.cgi?content=117914468
,17.4,Accessibility,"Fixed: Removed the default ARIA-level heading for a heading role, matching removal from ARIA specifications.  (119059172)",,https://bugs.webkit.org/buglist.cgi?content=119059172
,17.4,Accessibility,Fixed text missing from accessibility labels for many common shadow DOM scenarios.  (120223342),,https://bugs.webkit.org/buglist.cgi?content=120223342
,17.4,AutoFill,Added support for Apple Cash virtual card numbers and showing the user their Apple Cash balance when using AutoFill.  (107634154),,https://bugs.webkit.org/buglist.cgi?content=107634154
,17.4,Browser Changes,Added support for webpage translation in <iframe> elements.  (99293324),,https://bugs.webkit.org/buglist.cgi?content=99293324
,17.4,Browser Changes,Added support for hiding titles in the Favorites Bar.  (119145918),,https://bugs.webkit.org/buglist.cgi?content=119145918
,17.4,Browser Changes,Fixed loading a ⌘Click fragment link in a background tab.  (119079650),,https://bugs.webkit.org/buglist.cgi?content=119079650
,17.4,CSS,Added support for @scope.  (82359096),,https://bugs.webkit.org/buglist.cgi?content=82359096
,17.4,CSS,Added support for percentages in letter-spacing and word-spacing.  (114538918),,https://bugs.webkit.org/buglist.cgi?content=114538918
,17.4,CSS,Added support for align-content on block containers.  (114740670),,https://bugs.webkit.org/buglist.cgi?content=114740670
,17.4,CSS,"Added support for invalidating :any-link, :link, and :-webkit-any-link inside :has().  (116616425)",,https://bugs.webkit.org/buglist.cgi?content=116616425
,17.4,CSS,Added the white-space-collapse and text-wrap-mode CSS properties.  (117248327),,https://bugs.webkit.org/buglist.cgi?content=117248327
,17.4,CSS,Added support for CSS custom properties of ::backdrop.  (117949961),,https://bugs.webkit.org/buglist.cgi?content=117949961
,17.4,CSS,Added support for ::grammar-error and ::spelling-error  (119314048),,https://bugs.webkit.org/buglist.cgi?content=119314048
,17.4,CSS,Added support for align-content on table cells.  (119701629),,https://bugs.webkit.org/buglist.cgi?content=119701629
,17.4,CSS,Fixed the default link color contrast for the dark color scheme.  (61149466),,https://bugs.webkit.org/buglist.cgi?content=61149466
,17.4,CSS,Fixed getComputedStyle() for invalid pseudo-elements.  (98504661),,https://bugs.webkit.org/buglist.cgi?content=98504661
,17.4,CSS,Fixed querySelector() to not throw an exception for -webkit- prefixed pseudo-elements.  (99299129),,https://bugs.webkit.org/buglist.cgi?content=99299129
,17.4,CSS,Fixed :user-invalid triggering while typing a date.  (110687369),,https://bugs.webkit.org/buglist.cgi?content=110687369
,17.4,CSS,Fixed: Updated text-transform: full-size-kana to align with Unicode 15.  (111508663),,https://bugs.webkit.org/buglist.cgi?content=111508663
,17.4,CSS,Fixed contain: inline-size breaking grid-template-rows: auto.  (113915953),,https://bugs.webkit.org/buglist.cgi?content=113915953
,17.4,CSS,Fixed svh and dvh units being unexpectedly equal when the Safari tab bar is not visible.  (115085360),,https://bugs.webkit.org/buglist.cgi?content=115085360
,17.4,CSS,Fixed mixed-blend-mode to blend correctly against the root background.  (115688282),,https://bugs.webkit.org/buglist.cgi?content=115688282
,17.4,CSS,Fixed backdrop-filter with many interoperability improvements.  (115703346),,https://bugs.webkit.org/buglist.cgi?content=115703346
,17.4,CSS,Fixed oklab and oklch lightness value clamping.  (116195533),,https://bugs.webkit.org/buglist.cgi?content=116195533
,17.4,CSS,Fixed flex layout invalidation in cases where the content of a flex item changes or style changes impact the preferred widths computation of its items.  (117181858),,https://bugs.webkit.org/buglist.cgi?content=117181858
,17.4,CSS,Fixed selection gaps to get painted with the expected ::selection pseudo-element color.  (117796745),,https://bugs.webkit.org/buglist.cgi?content=117796745
,17.4,CSS,Fixed parsing and serialization of -webkit- prefixed pseudo-elements.  (118081134),,https://bugs.webkit.org/buglist.cgi?content=118081134
,17.4,CSS,Fixed ::backdrop to be allowed after ::slotted().  (119015204),,https://bugs.webkit.org/buglist.cgi?content=119015204
,17.4,CSS,Fixed to allow :checked and :indeterminate to match at the same time.  (119075969),,https://bugs.webkit.org/buglist.cgi?content=119075969
,17.4,CSS,Fixed grid with size containment and min-height not sizing row correctly.  (119736473),,https://bugs.webkit.org/buglist.cgi?content=119736473
,17.4,CSS,Fixed computing values of basic shape rect() and xywh() as the equivalent inset().  (119739406),,https://bugs.webkit.org/buglist.cgi?content=119739406
,17.4,CSS,Fixed poor performance with :has(+ :not(.class)) pseudo-class selector.  (119819247),,https://bugs.webkit.org/buglist.cgi?content=119819247
,17.4,CSS,Fixed CSS content computed value serialization.  (120061551),,https://bugs.webkit.org/buglist.cgi?content=120061551
,17.4,CSS,Fixed pseudo-element parsing in getComputedStyle() and KeyframeEffect.prototype.pseudoElement so they require them starting with :: (or : for 4 legacy pseudo-elements).  (120170550),,https://bugs.webkit.org/buglist.cgi?content=120170550
,17.4,CSS,Fixed CSS linear() easing.  (120290721),,https://bugs.webkit.org/buglist.cgi?content=120290721
,17.4,CSS,Fixed named at-rule container getting skipped when  the container is named in a :host selector.  (120428386),,https://bugs.webkit.org/buglist.cgi?content=120428386
,17.4,CSS,Fixed :not(:has(:not(foo))) getting misclassified as scope breaking.  (120492012),,https://bugs.webkit.org/buglist.cgi?content=120492012
