,17.2,Accessibility,"Fixed parsing the ARIA role attribute to ignore leading and trailing whitespace, including line breaks.  (113923520)",,https://bugs.webkit.org/buglist.cgi?content=113923520
,17.2,Accessibility,Fixed form landmarks being incorrectly exposed when they are missing a label.  (115462091),,https://bugs.webkit.org/buglist.cgi?content=115462091
,17.2,Accessibility,"Fixed non-group and non-tree-item children of role=""treeitem"" elements becoming stale after dynamic changes.  (115936550)",,https://bugs.webkit.org/buglist.cgi?content=115936550
,17.2,Accessibility,Fixed Play Animation and Pause Animation animated image context menu items sometimes not appearing after setting toggle.  (117215059),,https://bugs.webkit.org/buglist.cgi?content=117215059
,17.2,Accessibility,Fixed VoiceOver not announcing button labels if the button is in a shadow root.  (118118138),,https://bugs.webkit.org/buglist.cgi?content=118118138
,17.2,Apple Pay,Deprecated enabled in favor of available in shippingContactEditingMode.  (113159800),,https://bugs.webkit.org/buglist.cgi?content=113159800
,17.2,AutoFill,Fixed clipping the “Strong Password” button after selecting “Suggest New Password”.  (113701243),,https://bugs.webkit.org/buglist.cgi?content=113701243
,17.2,CSS,Added support for the CSS Custom Highlight API.  (68662936),,https://bugs.webkit.org/buglist.cgi?content=68662936
,17.2,CSS,Added support for mask-border properties.  (82991599),,https://bugs.webkit.org/buglist.cgi?content=82991599
,17.2,CSS,"Added support for the counter-set property and support for the list-item value with the counter-set, counter-reset, and counter-increment properties.  (88663348)",,https://bugs.webkit.org/buglist.cgi?content=88663348
,17.2,CSS,Added support for linear(...) timing function for CSS animations & transitions.  (93088094),,https://bugs.webkit.org/buglist.cgi?content=93088094
,17.2,CSS,Added support for the cap unit.  (97025854),,https://bugs.webkit.org/buglist.cgi?content=97025854
,17.2,CSS,Added support for the <position> parameter in ray().  (110821024),,https://bugs.webkit.org/buglist.cgi?content=110821024
,17.2,CSS,"Added the support for mixed percentage and length/number arguments in CSS round(), mod(), and rem() functions.  (113234898)",,https://bugs.webkit.org/buglist.cgi?content=113234898
,17.2,CSS,Added new relaxed parsing behavior for CSS Nesting.  (113475843),,https://bugs.webkit.org/buglist.cgi?content=113475843
,17.2,CSS,"Added support for xywh() shape for shape-outside, clip-path and offset-path.  (113643020)",,https://bugs.webkit.org/buglist.cgi?content=113643020
,17.2,CSS,Added support for offset-position: normal for CSS Motion Path.  (113644765),,https://bugs.webkit.org/buglist.cgi?content=113644765
,17.2,CSS,"Added support for the rcap, rex, ric, and rch units.  (114367871)",,https://bugs.webkit.org/buglist.cgi?content=114367871
,17.2,CSS,"Added support for rect() shape for shape-outside, clip-path and offset-path.  (114479534)",,https://bugs.webkit.org/buglist.cgi?content=114479534
,17.2,CSS,Added new typed OM factory functions for font and root font relative units.  (114482930),,https://bugs.webkit.org/buglist.cgi?content=114482930
,17.2,CSS,Added support for the coord-box parameter in ray().  (114577300),,https://bugs.webkit.org/buglist.cgi?content=114577300
,17.2,CSS,Added support for border-radius when using  <coord-box>  in Motion Path syntax.  (114883507),,https://bugs.webkit.org/buglist.cgi?content=114883507
,17.2,CSS,Added offset-position support for circle() and ellipse().  (114951375),,https://bugs.webkit.org/buglist.cgi?content=114951375
,17.2,CSS,Fixed the font-family descriptor for @font-palette-values to accept multiple values.  (105975619),,https://bugs.webkit.org/buglist.cgi?content=105975619
,17.2,CSS,Fixed :has(:scope) matching.  (106524140),,https://bugs.webkit.org/buglist.cgi?content=106524140
,17.2,CSS,Fixed container selection for container units in pseudo-elements.  (106739553),,https://bugs.webkit.org/buglist.cgi?content=106739553
,17.2,CSS,Fixed container query with font units to invalidate when the font changes.  (106739736),,https://bugs.webkit.org/buglist.cgi?content=106739736
,17.2,CSS,Fixed :nth-child() invalidation when not in subject position.  (106740353),,https://bugs.webkit.org/buglist.cgi?content=106740353
,17.2,CSS,Fixed :has(:host) invalidation.  (106768205),,https://bugs.webkit.org/buglist.cgi?content=106768205
,17.2,CSS,Fixed :has(:nth-child()) invalidation and related.  (106768224),,https://bugs.webkit.org/buglist.cgi?content=106768224
,17.2,CSS,Fixed invalidating scope-breaking :has(:is(...)) selectors.  (106768250),,https://bugs.webkit.org/buglist.cgi?content=106768250
,17.2,CSS,Fixed handling dynamic updates to viewport units when used in @property initial value.  (108287215),,https://bugs.webkit.org/buglist.cgi?content=108287215
,17.2,CSS,Fixed baseline aligned flex items to also be aligned using their fallback alignment.  (109496710),,https://bugs.webkit.org/buglist.cgi?content=109496710
,17.2,CSS,Fixed: Changed to allow an empty font-family name in @font-face and @font-palette-values.  (109613703),,https://bugs.webkit.org/buglist.cgi?content=109613703
,17.2,CSS,Fixed the <basic-shape> implementation for offset-path.  (110565070),,https://bugs.webkit.org/buglist.cgi?content=110565070
,17.2,CSS,Fixed :user-invalid and :user-valid interactions with form reset and submission.  (110677832),,https://bugs.webkit.org/buglist.cgi?content=110677832
,17.2,CSS,Fixed <coord-box> implementation for offset-path.  (110938788),,https://bugs.webkit.org/buglist.cgi?content=110938788
,17.2,CSS,Fixed <position> to never serialize to a single value.  (111750372),,https://bugs.webkit.org/buglist.cgi?content=111750372
,17.2,CSS,Fixed NaN numeric representation to be 0 not Infinity.  (111984451),,https://bugs.webkit.org/buglist.cgi?content=111984451
,17.2,CSS,Fixed serializing CSS math function root nodes.  (111984509),,https://bugs.webkit.org/buglist.cgi?content=111984509
,17.2,CSS,Fixed min() and max() with one argument to always collapse to calc().  (111986569),,https://bugs.webkit.org/buglist.cgi?content=111986569
,17.2,CSS,Fixed animation using padding-block or padding-inline not overriding the set padding style.  (112023856),,https://bugs.webkit.org/buglist.cgi?content=112023856
,17.2,CSS,Fixed color-mix() to respect :visited style to resolve “currentcolor”.  (112419198),,https://bugs.webkit.org/buglist.cgi?content=112419198
,17.2,CSS,Fixed serialization to always serialize implicit & and an implicit nested rule.  (112900363),,https://bugs.webkit.org/buglist.cgi?content=112900363
,17.2,CSS,Fixed <hr> width attribute set to 0 or 0px to correctly compute to 0px.  (113087533),,https://bugs.webkit.org/buglist.cgi?content=113087533
,17.2,CSS,Fixed mod() evaluation.  (113213059),,https://bugs.webkit.org/buglist.cgi?content=113213059
,17.2,CSS,Fixed round() evaluation when the number is a multiple of the step.  (113233588),,https://bugs.webkit.org/buglist.cgi?content=113233588
