,16.4,Browser Changes,Added dark mode support for plain text files.,,
,16.4,Browser Changes,Added fingerprinting countermeasures for querying the permission state of the Notifications API.,,
,16.4,CSS,Added support for currentColor with color-mix().,,
,16.4,CSS,Added support for margin-trim.,,
,16.4,CSS,Added support for outline following the curve of border-radius.,,
,16.4,CSS,Added support for CSS Properties and Values API with support for @property.,,
,16.4,CSS,Added support for CSS relative color syntax.,,
,16.4,CSS,Added support for new named colors to match CSS Color Level 4.,,
,16.4,CSS,Added support for the :dir() pseudo-class.,,
,16.4,CSS,Added support for the :modal pseudo-class to match fullscreen elements.,,
,16.4,CSS,Added support for the lh and rlh units.,,
,16.4,CSS,Added support for the range syntax and boolean logic from Media Queries level 4.,,
,16.4,CSS,Added support for the unprefixed :fullscreen pseudo-class.,,
,16.4,CSS,Added support for the unprefixed absolute size keyword xxx-large.,,
,16.4,CSS,Fixed -webkit-mask-box-image: initial to set the correct initial value.,,
,16.4,CSS,Fixed -webkit-radial-gradient parsing accidentally treating several mandatory commas as optional.,,
,16.4,CSS,"Fixed ::placeholder to not support writing-mode, direction, or text-orientation.",,
,16.4,CSS,"Fixed :has() pseudo-class invalidation for :lang, :playing, :paused, :seeking, :muted, :volume-locked, :picture-in-picture, :buffering, and :stalled pseudo-classes.",,
,16.4,CSS,"Fixed @supports to not work if not, or, or and isn’t followed by a space.",,
,16.4,CSS,Fixed background-repeat not getting correctly exposed through inline styles.,,
,16.4,CSS,"Fixed baseline-shift to allow length or percentage, but not numbers.",,
,16.4,CSS,Fixed contain: inline-size for replaced elements.,,
,16.4,CSS,Fixed CSSPerspective.toMatrix() to throw a TypeError if its length is incompatible with the px unit.,,
,16.4,CSS,"Fixed cx, cy, x, and y CSS properties to allow length or percentage, but not numbers.",,
,16.4,CSS,Fixed filter: blur on an absolutely positioned image losing overflow: hidden.,,
,16.4,CSS,"Fixed font-face to accept ranges in reverse order, and reverse them for computed styles.",,
,16.4,CSS,Fixed font-style: oblique must allow angles equal to 90deg or -90deg.,,
,16.4,CSS,Fixed font-style: oblique with calc() to allow out-of-range angles and clamp them for computed style.,,
,16.4,CSS,Fixed font-weight to clamp to 1 as a minimum.,,
,16.4,CSS,Fixed font shorthand to reject out-of-range angles for font-style.,,
,16.4,CSS,Fixed font shorthand to reset more longhand properties.,,
,16.4,CSS,Fixed overflow-x: clip causing a sibling image to not load.,,
,16.4,CSS,Fixed overflow: clip not working on SVG elements.,,
,16.4,CSS,Fixed stroke-dasharray parsing to align with standards.,,
,16.4,CSS,Fixed stroke-width and stroke-dashoffset parsing to align with standards.,,
,16.4,CSS,Fixed text-decoration-thickness property not repainting when changed.,,
,16.4,CSS,Fixed allowing calc() that combines percentages and lengths for line-height.,,
,16.4,CSS,Fixed an issue where using box-sizing: border-box causes the calculated aspect-ratio to create negative content sizes.,,
,16.4,CSS,Fixed an issue with a monospace font on a parent causing children with a sans-serif font using rem or rlh units to grow to a larger size.,,
,16.4,CSS,Fixed behavior of cursor: auto over links.,,
,16.4,CSS,Fixed buttons with auto width and height to not set intrinsic margins.,,
,16.4,CSS,Fixed calculating block size to use the correct box-sizing with aspect ratio.,,
,16.4,CSS,Fixed cells overflowing their contents when a table cell has inline children which change writing-mode.,,
