,12,Web on watchOS,Added support for viewing web pages and HTML from Mail and Messages on watchOS 5 with Apple Watch Series 3 or later.,,
,12,Authentication and Passwords,Added support for automatically generating unique strong passwords when creating an account and updating passwords.,,
,12,Authentication and Passwords,Added support for compatibility with the passwordrules attribute when generating passwords.,,
,12,Authentication and Passwords,Added support for suggesting user names during sign-up flows.,,
,12,Authentication and Passwords,"Added support for using username, current-password, and new-passwordvalues for the autocomplete attribute in credential-related forms. For example, <input type=""password"" autocomplete=""new-password"">.",,
,12,Authentication and Passwords,Added support for filling security codes delivered over SMS.,,
,12,Authentication and Passwords,Added support for tagging text fields using the one-time-code value of the autocomplete attribute to ensure that Security Code AutoFill is offered.,,
,12,Authentication and Passwords,"Added support for using security codes from text messages with a numeric sequence near the word “code”, such as “Your secure login code is: 123456.”",,
,12,Media,Added support for viewing USDZ models embedded in websites in 3D and AR.,,
,12,Media,Added support for viewing HTML elements in full screen on iPad.,,
,12,CSS and Text,Added support for font collections in WOFF2 and TTC files.,,
,12,CSS and Text,Added support for defining letterforms in OpenType fonts using SVG.,,
,12,CSS and Text,Added support for the font-display CSS property to declaratively control web font loading behaviors.,,
,12,CSS and Text,Improved HSL and HSLA parsing to match the CSS Color Module Level 4 specification.,https://drafts.csswg.org/css-color-4/#the-hsl-notation,
,12,Security and Privacy,"Added improvements to Intelligent Tracking Prevention including: permanently partitioning cookie access in third-party contexts, adding a user prompt to the Storage Access API, detecting bounce trackers and purging their website data, identifying tracker collusion, and sending origin-only headers for third-party tracker requests.",,
,12,Security and Privacy,Added support for specifying cookies that shouldn’t be sent for cross-site requests.,,
,12,Security and Privacy,Added support for cross-origin-window-policy and cross-origin-resource-policy to defend against Cross Site Script Inclusion attacks.,,
,12,Web Inspector and Tools,Added support for debugging WebGL shaders in the Canvas tab.,,
,12,Web Inspector and Tools,Updated Safari WebDriver to implement the protocol as defined by the W3C WebDriver specification,https://www.w3.org/TR/webdriver/,
,12,Safari Extensions,Deprecated support for .safariextz Safari Extensions installed from the Safari Extensions Gallery with Safari 12 on macOS. Submissions to the Safari Extensions Gallery will no longer be accepted after December 2018. Developers are encouraged to transition to Safari App Extensions.,,
,12,Safari Extensions,Disabled canLoad Safari Extensions on first launch. Safari Extensions that make use of the canLoad event are disabled on first launch and users are notified with a warning that their use is harmful to performance. These extensions can be enabled in Safari Extensions preferences. Developers are encouraged to move to Content Blocker Extensions.,,
,12,Safari Extensions,"Removed Support for Developer-signed .safariextz Safari Extensions in Safari 12 on macOS. They no longer appear in Safari preferences and cannot be enabled. If a user has one of these extensions installed, they receive a warning notification on first launch.",,
,12,Legacy NPAPI Plugins,Removed support for running legacy NPAPI plugins other than Adobe Flash.,,
